"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-16-08Q2B5D",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-12Z4R90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-16MSRMB",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-199M88B",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"tRF-16-1HI2NIB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1IQ4YUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1KW419B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1KWH190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1KWH19B",8,13,4,8,9,4,4,4,11,8,14,3,12,10,8,1,3,15,4,3,5,17,12,5,5,0,10,15,21,3,3,3,4,9,8,4,6,11,9,4,8,14,3,9,7,5,2,8
"tRF-16-1MN0YUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1MQ8YUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-16-1MQKYUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
"tRF-16-1N7KYUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1NQ4YO0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1PPJQMB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1PSJPMB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1SH2P4B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"tRF-16-1SS2P40",0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1SS2PLB",4,15,5,7,5,5,1,3,5,1,4,6,10,2,2,7,19,6,4,0,4,6,3,8,22,4,3,5,2,1,3,9,2,12,4,7,4,2,2,0,4,5,2,5,4,4,3,4
"tRF-16-1SS2PMB",25,60,18,45,14,17,11,27,17,29,32,35,30,21,23,51,57,30,21,22,16,18,4,5,67,32,11,33,16,31,42,42,3,29,13,15,56,25,31,9,34,33,26,14,15,27,13,21
"tRF-16-1W188MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-1WF8YMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-2F5JYHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tRF-16-34L2H1B",4,3,0,4,0,0,3,4,2,4,1,0,4,2,0,1,1,0,1,0,2,3,0,0,2,2,0,2,5,6,0,0,1,2,3,2,1,3,1,1,2,2,0,1,0,1,4,3
"tRF-16-3578Q1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-16-36S0ZFB",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-3I7O3BB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-3JVIJM0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-3JW261B",4,7,1,5,0,2,4,2,4,7,10,1,1,5,3,1,0,9,5,1,3,10,5,0,0,3,1,8,9,3,2,3,3,2,1,5,10,1,1,3,7,4,5,4,3,3,1,0
"tRF-16-3JWB61B",51,106,32,57,35,41,74,48,63,86,149,18,42,70,31,12,7,148,78,66,39,103,28,30,60,14,61,178,166,40,98,52,51,25,78,82,78,70,54,31,156,113,71,49,42,60,24,57
"tRF-16-3KJB01B",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-3KJBP1B",0,0,1,2,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"tRF-16-3KMB01B",42,40,31,33,35,17,24,82,42,49,33,25,21,25,18,23,3,43,25,31,46,41,30,18,63,26,29,36,72,52,63,33,19,55,30,32,48,43,35,11,77,52,66,31,39,34,16,35
"tRF-16-3KXR3RB",12,25,18,18,22,7,26,5,9,12,13,9,10,13,14,0,31,17,17,18,1,31,30,14,5,1,16,12,23,7,7,9,13,2,11,27,20,28,8,8,16,31,14,11,23,25,15,9
"tRF-16-3KXRKRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"tRF-16-3QHMY1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-3VL8W1B",2,2,0,1,1,3,1,0,4,2,2,0,0,0,1,0,1,4,1,1,0,5,1,0,0,1,2,2,2,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
"tRF-16-3VLIE1B",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0
"tRF-16-3VMKNRB",10,1,1,7,15,14,17,6,0,3,2,8,13,1,22,1,5,5,4,10,2,14,7,2,3,1,0,2,6,5,3,10,1,0,1,3,10,5,4,3,2,10,3,3,2,3,11,0
"tRF-16-3VWIQ1B",0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"tRF-16-41JKE1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-4892KRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-16-489B3RB",10,14,25,23,22,28,39,11,16,18,39,11,9,8,21,7,2,12,23,35,7,48,34,24,14,1,11,17,37,14,25,13,17,4,7,12,20,12,11,9,12,51,12,8,21,18,16,26
"tRF-16-489L3RB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-48YUHSB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-4ZUPX1B",0,0,4,2,1,4,1,0,0,1,5,1,0,0,1,0,0,2,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,1,1,0,3,1,1,1,0,2,0,1,1,1
"tRF-16-51MLHVB",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-53887SB",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"tRF-16-53F85SB",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"tRF-16-53KS76B",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"tRF-16-53L457B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"tRF-16-53L45SB",5,2,0,2,3,4,1,3,3,1,3,2,0,0,1,0,0,5,3,0,1,8,4,1,5,0,0,3,9,1,2,1,1,1,3,4,0,3,0,0,4,6,0,2,0,3,0,2
"tRF-16-54QFQ2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-58M87SB",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
"tRF-16-5E387SB",0,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
"tRF-16-5JK87SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"tRF-16-5K8PRZB",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"tRF-16-68K87SB",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-6KK87SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"tRF-16-6NMH49B",2,1,3,3,1,2,1,0,2,0,0,2,1,2,1,0,0,2,2,1,0,6,2,2,5,0,2,6,1,2,1,0,0,6,2,4,4,4,1,0,2,0,1,1,2,3,1,2
"tRF-16-7PLPVJB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-7SIRM1B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-16-7SQWU1B",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-7UK87SB",0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,1,4,2,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0
"tRF-16-7W6SJFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-83ML5IB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"tRF-16-83RPF5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"tRF-16-8HWVZ5B",0,0,1,1,1,1,0,2,1,0,4,0,2,0,0,1,1,0,2,3,0,4,2,0,0,0,0,1,1,0,2,1,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"tRF-16-8K587SB",0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,3
"tRF-16-8Q9VZVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"tRF-16-8RQFR9B",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-94V4SMB",9,40,7,25,9,9,8,18,7,16,21,11,10,16,3,33,3,5,10,4,22,11,7,3,57,13,10,16,7,14,11,7,1,41,28,10,30,12,19,3,13,12,19,12,7,13,7,25
"tRF-16-9EDJSYB",0,5,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"tRF-16-9F51MLB",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"tRF-16-9N1EWJ0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-9NDJ58B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-9NDJI8B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-9NF5W80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-B11KWHB",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-16-D3387SB",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"tRF-16-D33U7SB",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,4,0,0,1,1,2,1,0,0,1
"tRF-16-D3887SB",0,0,0,0,0,1,2,0,0,1,0,2,0,1,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,0
"tRF-16-D3947SB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"tRF-16-D3987SB",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"tRF-16-D3KS7SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-D3L87SB",0,0,0,0,1,0,2,0,1,2,3,0,0,0,2,0,3,0,0,2,0,2,3,2,1,0,1,0,0,0,1,1,1,0,0,1,0,1,2,0,2,1,1,0,2,0,1,0
"tRF-16-D3XW76B",1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,3,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0
"tRF-16-D6MSRMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"tRF-16-D7OKW4B",2,12,13,6,3,9,11,9,16,11,40,1,5,9,4,1,1,11,8,12,6,9,4,0,9,9,2,12,10,12,13,6,3,5,11,12,2,5,8,3,12,8,3,13,4,8,5,16
"tRF-16-DE287SB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-DE8P7SB",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-16-DEL87SB",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"tRF-16-DEXK7SB",104,78,140,53,99,36,71,6,19,124,42,62,41,39,20,35,208,16,43,50,5,126,41,53,22,106,121,14,76,8,44,14,12,8,18,66,52,80,65,51,32,81,85,5,81,67,20,6
"tRF-16-DEXP7SB",7,10,5,3,21,10,1,0,1,6,8,4,8,5,5,10,22,2,8,2,0,9,9,10,4,19,10,3,4,2,4,1,1,3,3,5,4,6,6,2,2,4,7,2,5,7,5,0
"tRF-16-DHHS19B",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-DJPPE6B",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-16-DJQV76B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"tRF-16-DJXW7SB",4,2,2,3,1,0,4,9,4,2,3,1,4,2,1,2,2,2,3,2,3,4,0,5,3,1,1,3,2,1,2,0,1,6,3,2,1,0,1,1,2,1,2,0,1,0,8,3
"tRF-16-FK8SR9B",0,3,2,1,4,0,5,0,0,2,2,1,0,1,2,0,0,4,0,0,1,12,1,1,0,0,4,5,2,1,1,2,2,0,3,0,0,2,1,0,1,1,0,0,3,2,1,2
"tRF-16-FN5KYUB",1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"tRF-16-FO8U7SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-16-FU8U76B",0,5,1,2,2,2,5,0,1,5,5,1,6,2,3,1,8,2,0,0,2,9,8,7,2,2,4,3,2,1,1,4,0,0,3,5,4,3,2,1,1,6,0,2,3,1,3,0
"tRF-16-FU8U7SB",0,2,0,2,0,1,1,0,1,0,3,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,0,2,0,2
"tRF-16-HK9FM0B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-HRMF3RB",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
"tRF-16-HRMFWRB",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-HSM87SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"tRF-16-IEWSNY0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IKYUY9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-ILQ673B",3,0,5,2,1,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"tRF-16-IP4OI3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IR6MF0B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IRJ9ZHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-IRM1BVB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-JHHS19B",6,6,12,6,10,7,19,4,1,10,27,7,2,8,12,2,19,8,10,9,9,16,6,17,10,6,11,7,20,7,12,8,4,6,6,9,6,6,14,3,12,16,4,7,4,4,8,7
"tRF-16-JMRPFQB",3,5,0,1,2,2,1,0,3,2,0,2,4,2,0,3,7,1,2,1,1,0,2,3,1,1,4,0,0,5,4,0,4,1,5,2,2,1,2,2,3,3,5,3,2,1,3,0
"tRF-16-K53SW1B",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-16-K5J0W1B",0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2
"tRF-16-K5NSW1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
